,epoch,lr,tr_loss,tr_score,vl_loss,vl_score
0,0,0.0,3.960076494899857,9.09,3.8375054717063906,12.45
1,1,0.09999999999744245,3.2972575362076233,19.132,2.9628689169883726,24.71
2,2,0.09999999999744245,2.783593732072874,28.446,2.556093657016754,32.22
3,3,0.09999999999744245,2.484496447131457,34.088,2.4549396991729737,35.45
4,4,0.09999999999744245,2.287358231251807,38.246,2.3819600343704224,37.61
5,5,0.09999999999744245,2.1236477852477442,42.122,2.145275354385376,42.48
6,6,0.09999999999744245,2.0180533981079334,44.722,2.009703999757767,44.56
7,7,0.09999999999744245,1.950918804958958,46.39,2.0290874361991884,43.99
8,8,0.09999999999744245,1.8764807735867512,48.32,2.2451013565063476,42.56
9,9,0.09999999999744245,1.8242880605980563,49.218,1.9998803913593293,46.44
10,10,0.09999999999744245,1.7834987460499834,50.33,2.013984274864197,46.08
11,11,0.09999999999744245,1.7413332187916006,51.404,1.8923484206199646,47.72
12,12,0.09999999999744245,1.706771600886684,52.134,2.0867590069770814,45.73
13,13,0.09999999999744245,1.6710511080139434,53.084,1.6840883255004884,53.23
14,14,0.09999999999744245,1.6540333593592924,53.51,2.048513561487198,46.37
15,15,0.09999999999744245,1.6273132739469522,54.23,1.6267538189888,54.52
16,16,0.09999999999744245,1.601495568709605,55.078,1.7914272725582123,51.48
17,17,0.09999999999744245,1.5826503675612038,55.002,1.9784559667110444,47.85
18,18,0.09999999999744245,1.5738535326765017,55.758,1.7812013149261474,52.88
19,19,0.09999999999744245,1.5546686256023319,55.988,1.7680762827396392,51.38
20,20,0.09999999999744245,1.5427533997904004,56.054,1.8326699316501618,51.38
21,21,0.09999999999744245,1.522792107308917,56.834,1.5830064594745636,55.54
22,22,0.09999999999744245,1.5083578379867633,57.036,1.7071437418460846,53.9
23,23,0.09999999999744245,1.4951041333205866,57.748,1.6387618482112885,54.83
24,24,0.09999999999744245,1.491784887545554,57.574,1.750211673974991,52.26
25,25,0.09999999999744245,1.4838524489756435,58.076,1.8296126067638396,52.3
26,26,0.09999999999744245,1.474154869308862,58.344,1.9054377198219299,50.36
27,27,0.09999999999744245,1.4763639110433475,58.128,1.6946786940097809,53.44
28,28,0.09999999999744245,1.467474112425314,58.09,1.724147868156433,53.07
29,29,0.09999999999744245,1.45130858000587,59.072,1.7884898960590363,52.44
30,30,0.09999999999744245,1.4381066243666822,59.002,1.7090479254722595,54.03
31,31,0.09999999999744245,1.447183631875021,58.668,1.9685400784015656,50.78
32,32,0.09999999999744245,1.4303536043142724,59.136,1.6906193375587464,53.67
33,33,0.09999999999744245,1.420021708664077,59.374,1.612852281332016,56.46
34,34,0.09999999999744245,1.425816842052333,59.59,1.6433066606521607,54.98
35,35,0.09999999999744245,1.4145416798798933,59.662,1.9300590336322785,51.88
36,36,0.09999999999744245,1.4211293019906943,59.674,1.7043932378292084,53.07
37,37,0.09999999999744245,1.4094100448176683,59.842,1.7569518208503723,52.92
38,38,0.09999999999744245,1.3950889144102325,60.558,1.8802733302116394,52.21
39,39,0.09999999999744245,1.4027361485659313,59.874,1.9209248423576355,51.55
40,40,0.09999999999744245,1.4048987255072045,60.042,1.6203368723392486,55.61
41,41,0.09999999999744245,1.3958544116800704,60.144,1.9782535433769226,49.71
42,42,0.09999999999744245,1.3860326270618097,60.62,1.9078112840652466,50.88
43,43,0.09999999999744245,1.382534364605194,60.404,1.917707371711731,51.6
44,44,0.09999999999744245,1.3865094812934662,60.47,1.7990942120552063,52.06
45,45,0.09999999999744245,1.3828580288021155,60.584,1.8354613959789277,52.99
46,46,0.09999999999744245,1.3664893518628367,60.886,1.7869975566864014,53.16
47,47,0.09999999999744245,1.3808902805418615,60.592,1.8061380982398987,52.48
48,48,0.09999999999744245,1.3735065862650762,60.8,1.7030580461025238,54.87
49,49,0.09999999999744245,1.3682902400450938,60.764,1.6688209176063538,55.75
50,50,0.09999999999744245,1.3774097572507151,60.622,1.7070558607578277,54.93
51,51,0.09999999999744245,1.3641810607727227,61.12,2.0275232195854187,49.72
52,52,0.09999999999744245,1.3566144838967287,61.164,1.7164513289928436,54.62
53,53,0.09999999999744245,1.365890246827889,61.076,1.7346237123012542,54.11
54,54,0.09999999999744245,1.3556312843966667,61.082,1.5136700093746185,59.27
55,55,0.09999999999744245,1.3565445251172157,61.052,1.7102657556533813,54.74
56,56,0.09999999999744245,1.3559681596353537,61.09,1.715135645866394,54.57
57,57,0.09999999999744245,1.3517377102161612,61.494,1.582936269044876,56.78
58,58,0.09999999999744245,1.3507896611452712,61.234,1.571190357208252,57.06
59,59,0.09999999999744245,1.3391863767753172,61.738,1.5003882884979247,58.49
60,60,0.019999999999488493,0.8612818952716524,74.408,1.0038420140743256,71.37
61,61,0.019999999999488493,0.7125091735664231,78.622,0.9817558318376541,72.02
62,62,0.019999999999488493,0.662523810897032,79.862,0.9967123121023178,72.03
63,63,0.019999999999488493,0.6247101425362365,80.988,1.0239212572574616,71.4
64,64,0.019999999999488493,0.5926841485988149,81.91,1.0249882757663726,71.15
65,65,0.019999999999488493,0.577719973709882,82.312,1.056529062986374,71.02
66,66,0.019999999999488493,0.5661177469793793,82.43,1.0775710046291351,70.9
67,67,0.019999999999488493,0.5607326127531583,82.658,1.080013355612755,70.9
68,68,0.019999999999488493,0.5534816208245504,82.97,1.0893613547086716,70.26
69,69,0.019999999999488493,0.5493418217619972,83.156,1.1129008173942565,69.53
70,70,0.019999999999488493,0.5458617348347783,83.192,1.1293112725019454,69.79
71,71,0.019999999999488493,0.55132907918652,82.904,1.1270054399967193,69.79
72,72,0.019999999999488493,0.5383856845328875,83.216,1.1566946268081666,69.89
73,73,0.019999999999488493,0.5608377470384778,82.65,1.12739759683609,70.01
74,74,0.019999999999488493,0.5497032772854465,83.26,1.1764338910579681,69.1
75,75,0.019999999999488493,0.544869614836505,83.132,1.2118364542722702,68.34
76,76,0.019999999999488493,0.5478818106376911,82.85,1.1722623229026794,69.04
77,77,0.019999999999488493,0.5320842736364936,83.478,1.2127603948116303,68.96
78,78,0.019999999999488493,0.5425435008142915,83.178,1.2512340664863586,68.24
79,79,0.019999999999488493,0.5429576945579265,83.22,1.2248761415481568,68.59
80,80,0.019999999999488493,0.5313941093966784,83.478,1.2980662047863007,66.84
81,81,0.019999999999488493,0.5301531597476481,83.66,1.2082716047763824,68.55
82,82,0.019999999999488493,0.5273015627928097,83.574,1.3807931244373322,66.51
83,83,0.019999999999488493,0.5379270680267793,83.294,1.2530644178390502,67.61
84,84,0.019999999999488493,0.5162550757455704,84.088,1.2772860407829285,67.35
85,85,0.019999999999488493,0.5205836141353373,83.81,1.2261140823364258,68.73
86,86,0.019999999999488493,0.515564897786016,84.06,1.2369335174560547,68.27
87,87,0.019999999999488493,0.5216869093725444,83.904,1.22653329372406,68.51
88,88,0.019999999999488493,0.5156764054237424,84.096,1.195915585756302,68.95
89,89,0.019999999999488493,0.5042743320050447,84.328,1.2668773889541627,68.2
90,90,0.019999999999488493,0.5205199940277793,83.858,1.2668687343597411,67.81
91,91,0.019999999999488493,0.5071920245657187,84.334,1.2855451822280883,67.73
92,92,0.019999999999488493,0.5085270992477836,84.29,1.2151638925075532,68.63
93,93,0.019999999999488493,0.49716209869860384,84.58,1.1868390023708344,69.46
94,94,0.019999999999488493,0.5040257217176735,84.338,1.368728017807007,67.12
95,95,0.019999999999488493,0.4919595349475246,84.794,1.2034820556640624,68.62
96,96,0.019999999999488493,0.48377446521578543,84.91,1.3485442280769349,66.34
97,97,0.019999999999488493,0.49200238314126155,84.666,1.3492852091789245,67.04
98,98,0.019999999999488493,0.4854252919211717,84.934,1.3700039327144622,65.97
99,99,0.019999999999488493,0.48829117661241983,84.932,1.3180971562862396,67.55
100,100,0.019999999999488493,0.4798026025828803,85.144,1.332851666212082,67.14
101,101,0.019999999999488493,0.478110392227807,85.158,1.3759786069393158,66.8
102,102,0.019999999999488493,0.47651327159398654,85.206,1.3210610151290894,67.5
103,103,0.019999999999488493,0.4817593188389488,85.03,1.3220222115516662,67.88
104,104,0.019999999999488493,0.4727465988272596,85.418,1.3525508165359497,66.55
105,105,0.019999999999488493,0.48073449128728996,85.1,1.3422766506671906,66.79
106,106,0.019999999999488493,0.4713979896224673,85.304,1.2613111555576324,67.86
107,107,0.019999999999488493,0.4623460303944395,85.69,1.3470952451229095,67.01
108,108,0.019999999999488493,0.46673525606884675,85.45,1.2579076290130615,67.7
109,109,0.019999999999488493,0.45606219318821606,85.796,1.3093508064746857,67.79
110,110,0.019999999999488493,0.4559870558931395,85.938,1.3090999484062196,67.69
111,111,0.019999999999488493,0.45260315851482286,85.868,1.2865070164203645,68.58
112,112,0.019999999999488493,0.4612979902635755,85.55,1.269439262151718,68.12
113,113,0.019999999999488493,0.4575073264367745,85.812,1.3218427360057832,67.23
114,114,0.019999999999488493,0.45131843779093167,85.89,1.3021519780158997,67.8
115,115,0.019999999999488493,0.44852385485111296,86.038,1.2646987020969391,68.53
116,116,0.019999999999488493,0.44743185461787005,86.136,1.2856611788272858,68.27
117,117,0.019999999999488493,0.4433931440038754,86.202,1.3220011472702027,67.29
118,118,0.019999999999488493,0.4503043443345658,86.106,1.3050464272499085,67.96
119,119,0.019999999999488493,0.4505186091984629,86.016,1.2803895711898803,68.44
120,120,0.003999999999897699,0.25082540529234637,92.69,0.9894157856702804,74.23
121,121,0.003999999999897699,0.18484004417343822,94.658,0.9959807902574539,74.98
122,122,0.003999999999897699,0.16241934494403623,95.34,0.999618723988533,75.08
123,123,0.003999999999897699,0.1434624764658606,96.024,1.005109855532646,75.12
124,124,0.003999999999897699,0.13697239254479823,96.11,1.0105056196451188,75.05
125,125,0.003999999999897699,0.13022287286189208,96.22,1.0010846972465515,75.78
126,126,0.003999999999897699,0.1254030952368246,96.45,1.0051747024059297,75.67
127,127,0.003999999999897699,0.11770230610771558,96.714,1.033526137471199,75.1
128,128,0.003999999999897699,0.10906948402638325,96.976,1.0226231634616851,75.08
129,129,0.003999999999897699,0.10382029496590651,97.174,1.0307211369276046,75.0
130,130,0.003999999999897699,0.10452752097335923,97.014,1.0296227365732193,75.12
131,131,0.003999999999897699,0.09818943158325637,97.302,1.0362382411956788,75.33
132,132,0.003999999999897699,0.09837892620116853,97.28,1.0382217437028884,75.11
133,133,0.003999999999897699,0.09381193943950526,97.354,1.0369142502546311,75.24
134,134,0.003999999999897699,0.09063339586872274,97.522,1.0436079263687135,74.91
135,135,0.003999999999897699,0.09056235944180538,97.534,1.048928838968277,75.26
136,136,0.003999999999897699,0.08651061177901599,97.576,1.0517476052045822,74.86
137,137,0.003999999999897699,0.08331210971297816,97.718,1.059500041604042,75.33
138,138,0.003999999999897699,0.08585964258560135,97.608,1.0637326270341874,75.34
139,139,0.003999999999897699,0.08364254747853254,97.692,1.0764821916818619,74.67
140,140,0.003999999999897699,0.08374422902951155,97.684,1.0712718158960342,74.77
141,141,0.003999999999897699,0.07996042535814178,97.826,1.0525117218494415,75.23
142,142,0.003999999999897699,0.0807462788146475,97.768,1.0643587708473206,74.8
143,143,0.003999999999897699,0.07688141550363788,97.928,1.0724470645189286,74.55
144,144,0.003999999999897699,0.07704626955568333,97.892,1.0709572404623031,74.81
145,145,0.003999999999897699,0.07686997302200484,97.914,1.0580791980028152,75.05
146,146,0.003999999999897699,0.07404792596540792,98.056,1.0606497347354888,75.28
147,147,0.003999999999897699,0.07409497219926256,97.98,1.082129219174385,74.75
148,148,0.003999999999897699,0.07469269273149998,97.944,1.0739359557628632,74.58
149,149,0.003999999999897699,0.07475684827093577,97.96,1.0693563729524613,74.39
150,150,0.003999999999897699,0.07321326912897627,97.996,1.0679496854543686,74.96
151,151,0.003999999999897699,0.06987465649385892,98.168,1.057948786020279,74.83
