,epoch,lr,tr_loss,tr_score,vl_loss,vl_score
0,0,0.0,4.037857433109332,8.234,3.7933858036994934,10.96
1,1,0.09999999999744245,3.339148667767225,18.64,3.2538522124290465,20.65
2,2,0.09999999999744245,2.85478349536886,26.894,2.6703181862831116,29.99
3,3,0.09999999999744245,2.54843969052405,32.96,2.4692071080207825,34.88
4,4,0.09999999999744245,2.3442161964333574,37.214,2.2401264905929565,38.86
5,5,0.09999999999744245,2.210323080687267,40.288,2.273082447052002,39.13
6,6,0.09999999999744245,2.100164614979873,42.672,2.279266285896301,39.47
7,7,0.09999999999744245,2.0230576412757033,44.372,1.9133705079555512,46.49
8,8,0.09999999999744245,1.9429259989267724,46.204,1.9359744429588317,46.69
9,9,0.09999999999744245,1.886514020697845,47.646,1.987723445892334,47.37
10,10,0.09999999999744245,1.8432979315443112,48.712,2.0522585928440096,45.5
11,11,0.09999999999744245,1.7914461345623827,50.04,1.9487368404865264,46.69
12,12,0.09999999999744245,1.7700456304623342,50.408,2.054535049200058,45.51
13,13,0.09999999999744245,1.7275303650999922,51.516,1.9477242469787597,47.65
14,14,0.09999999999744245,1.7089917647564197,52.112,1.8411628663539887,50.22
15,15,0.09999999999744245,1.679735610247268,52.72,1.9888834834098816,47.37
16,16,0.09999999999744245,1.6633355126661413,52.962,1.927618420124054,47.96
17,17,0.09999999999744245,1.6360390058258916,53.96,1.8119966387748718,50.32
18,18,0.09999999999744245,1.617058978361242,54.226,1.8094325482845306,50.71
19,19,0.09999999999744245,1.6104348797322539,54.732,1.7529028296470641,51.65
20,20,0.09999999999744245,1.5914547019602392,55.11,1.7906837344169617,50.96
21,21,0.09999999999744245,1.5820111335086091,55.482,1.8799040079116822,48.72
22,22,0.09999999999744245,1.5712222263331304,55.598,1.9894899368286132,47.93
23,23,0.09999999999744245,1.5583169963353736,55.984,1.7068288326263428,52.54
24,24,0.09999999999744245,1.5455125329439596,56.292,1.863580322265625,49.94
25,25,0.09999999999744245,1.5338857003185145,56.59,1.7610477805137634,52.56
26,26,0.09999999999744245,1.536000191098284,56.61,1.7481187522411346,52.54
27,27,0.09999999999744245,1.5161754011802966,56.906,1.8121210098266602,51.67
28,28,0.09999999999744245,1.5171384491274118,56.936,2.008703261613846,47.38
29,29,0.09999999999744245,1.5104081219114611,57.116,1.7441523492336273,53.05
30,30,0.09999999999744245,1.509123731757064,57.164,1.9933061361312867,47.7
31,31,0.09999999999744245,1.500696901165311,57.08,1.7772379100322724,51.95
32,32,0.09999999999744245,1.4962900486748543,57.274,1.8700571417808534,50.93
