,epoch,lr,tr_loss,tr_score,vl_loss,vl_score
0,0,0.0,3.9866244670984994,8.982,3.594371330738068,14.79
1,1,0.09999999999744245,3.2441603338626948,20.21,2.9017320036888123,25.37
2,2,0.09999999999744245,2.7746210610470197,28.482,2.698962116241455,29.95
3,3,0.09999999999744245,2.514401452925504,33.71,2.4721903562545777,35.09
4,4,0.09999999999744245,2.343265863940539,37.142,2.7694374561309814,29.43
5,5,0.09999999999744245,2.2268458019437083,39.582,2.1563281059265136,40.94
6,6,0.09999999999744245,2.128053501743795,42.082,2.160206824541092,41.34
7,7,0.09999999999744245,2.0491468662496115,43.832,2.1064927518367766,43.26
8,8,0.09999999999744245,1.9900075611860857,45.486,2.023322695493698,45.09
9,9,0.09999999999744245,1.9427968355091028,46.356,2.1748457193374633,41.99
10,10,0.09999999999744245,1.8939457775076942,47.426,1.981535291671753,46.2
11,11,0.09999999999744245,1.8546581969541662,48.408,2.0645202934741973,44.95
12,12,0.09999999999744245,1.8291772271666076,49.226,2.0005142271518705,46.16
13,13,0.09999999999744245,1.7930781085168004,50.196,2.3640634775161744,40.36
14,14,0.09999999999744245,1.7582965988637236,50.732,1.8725347995758057,48.44
15,15,0.09999999999744245,1.7424253582039757,51.256,1.872321617603302,47.81
16,16,0.09999999999744245,1.7148539507785416,51.8,2.0645266115665435,45.92
17,17,0.09999999999744245,1.701974973044432,52.368,1.7808271944522858,51.06
18,18,0.09999999999744245,1.6739350209760544,52.706,1.8645224452018738,49.29
19,19,0.09999999999744245,1.6593545461859545,53.546,1.8282673895359038,49.6
20,20,0.09999999999744245,1.6354141183521436,53.874,2.0049713492393493,46.81
21,21,0.09999999999744245,1.62867035463338,54.04,1.7867933809757233,50.68
22,22,0.09999999999744245,1.6187955619733962,54.272,1.7715483486652375,51.27
23,23,0.09999999999744245,1.5890233342909752,55.03,1.8893036901950837,49.27
24,24,0.09999999999744245,1.590737836135318,55.044,1.6959968030452728,52.58
25,25,0.09999999999744245,1.5758105232892439,55.294,1.778892356157303,51.19
26,26,0.09999999999744245,1.5617868092358875,55.838,1.7879195988178254,50.68
27,27,0.09999999999744245,1.5560445090389008,55.794,1.6316151201725007,54.18
28,28,0.09999999999744245,1.5454636653670875,56.232,1.8883613765239715,50.09
29,29,0.09999999999744245,1.5387903400089429,56.366,1.8315089404582978,49.58
30,30,0.09999999999744245,1.5288055238821316,56.74,1.7757156908512115,51.44
31,31,0.09999999999744245,1.5234917682759903,56.906,2.122217035293579,46.05
32,32,0.09999999999744245,1.5089291617693499,57.23,2.0900260746479034,47.16
33,33,0.09999999999744245,1.5044707218399438,57.214,2.278037893772125,45.12
34,34,0.09999999999744245,1.4991758013015513,57.542,1.5747868776321412,55.59
35,35,0.09999999999744245,1.4919874524826284,57.618,1.733879452943802,53.54
36,36,0.09999999999744245,1.48427458949711,57.634,2.0426307559013366,47.84
37,37,0.09999999999744245,1.4830491088540352,57.788,1.589064246416092,55.43
38,38,0.09999999999744245,1.4741209202715198,58.064,1.7878407835960388,51.93
39,39,0.09999999999744245,1.467462772603535,58.332,1.8815894782543183,50.26
40,40,0.09999999999744245,1.457874278583185,58.484,1.8190468013286591,51.55
41,41,0.09999999999744245,1.4562561240647456,58.506,1.719091647863388,53.48
42,42,0.09999999999744245,1.4514288542520664,58.874,1.6326007843017578,54.31
43,43,0.09999999999744245,1.4508441308575213,58.902,1.7572103500366212,52.52
44,44,0.09999999999744245,1.4471619806021376,58.752,1.6418798089027404,54.38
45,45,0.09999999999744245,1.4405540543444015,58.946,1.6442198216915132,55.33
46,46,0.09999999999744245,1.4403698682175268,59.028,1.9643913328647613,50.45
47,47,0.09999999999744245,1.4419465000976992,58.814,1.6565926551818848,54.9
48,48,0.09999999999744245,1.4253902837748418,59.224,1.7582682192325592,52.39
49,49,0.09999999999744245,1.4345705743945774,59.37,1.9180975615978242,51.24
50,50,0.09999999999744245,1.4281201893106445,59.248,1.6533864676952361,54.15
51,51,0.09999999999744245,1.4150768728817211,59.684,1.606233584880829,55.99
52,52,0.09999999999744245,1.4140224011657794,59.486,1.6168483018875122,55.6
53,53,0.09999999999744245,1.4114927821756933,59.688,1.6364909827709198,54.97
54,54,0.09999999999744245,1.397546573977946,60.214,1.6704230844974517,54.54
55,55,0.09999999999744245,1.4080911772635283,59.874,1.801616221666336,53.22
56,56,0.09999999999744245,1.4053899714404054,59.9,1.692128348350525,53.14
57,57,0.09999999999744245,1.3941054903637722,60.272,1.8204771041870118,53.3
58,58,0.09999999999744245,1.4004120979162737,60.13,1.5722376942634582,56.58
59,59,0.09999999999744245,1.3983409982508102,59.962,1.5898783683776856,55.73
60,60,0.019999999999488493,0.8916243970241693,73.47,0.9912815004587173,71.1
61,61,0.019999999999488493,0.7577076952170838,76.966,1.018180176615715,70.82
62,62,0.019999999999488493,0.6983221209872409,78.768,1.0176800936460495,71.42
63,63,0.019999999999488493,0.6756986884204933,79.216,1.0271939128637313,71.28
64,64,0.019999999999488493,0.6422272496821021,80.068,1.072010114789009,71.03
65,65,0.019999999999488493,0.6429404545470577,80.28,1.0869880259037017,70.43
66,66,0.019999999999488493,0.6273792688651463,80.54,1.0926420271396637,70.84
67,67,0.019999999999488493,0.627034156218819,80.718,1.064849454164505,70.65
68,68,0.019999999999488493,0.619064161387246,80.836,1.0973914295434952,70.23
69,69,0.019999999999488493,0.6207674239450098,80.782,1.1385929703712463,69.47
70,70,0.019999999999488493,0.6124866331172416,81.188,1.1685761123895646,69.05
